Gene ID,Gene symbol,Enzyme,UniProt,Enzymatic reactions
ENSG00000135447,PPP1R1A,protein-serine/threonine phosphatase,Q13522,H2O[c] + phosphoprotein[c] => Pi[c] + [protein][c]
ENSG00000135917,SLC19A3,Drug resistance pump,Q9BZV2,H+[s] + thiamin[s] => H+[c] + thiamin[c]
ENSG00000136014,USP44,ubiquitin thiolesterase,Q9H0E7,H2O[c] + ubiquitin C terminal thiolester[c] => thiol[c] + ubiquitin[c]
ENSG00000136542,GALNT5,polypeptide N-acetylgalactosaminyltransferase,Q7Z7M9,UDP-N-acetyl-D-galactosamine[g] + [protein]-L-serine[g] => Tn-antigen[g] + UDP[g]
ENSG00000136810,TXN,ribonucleoside-diphosphate reductase,P10599,ADP[c] + thioredoxin[c] => H2O[c] + dADP[c] + oxidized thioredoxin[c]
ENSG00000136810,TXN,ribonucleoside-diphosphate reductase,P10599,GDP[c] + thioredoxin[c] => H2O[c] + dGDP[c] + oxidized thioredoxin[c]
ENSG00000136810,TXN,ribonucleoside-diphosphate reductase,P10599,CDP[c] + thioredoxin[c] => H2O[c] + dCDP[c] + oxidized thioredoxin[c]
ENSG00000136810,TXN,ribonucleoside-diphosphate reductase,P10599,UDP[c] + thioredoxin[c] => H2O[c] + dUDP[c] + oxidized thioredoxin[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + gamma-linolenoyl-CoA[c] => CoA[c] + gamma-linolenate[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + eicosanoyl-CoA[c] => CoA[c] + eicosanoate[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,(11Z)-eicosenoyl-CoA[c] + H2O[c] => CoA[c] + cis-gondoic acid[c]
ENSG00000136881,BAAT,bile acid-CoA:amino acid N-acyltransferase,Q14032,choloyl-CoA[p] + taurine[p] => CoA[p] + taurocholate[p]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + arachidonyl-CoA[c] => CoA[c] + arachidonate[c]
ENSG00000136881,BAAT,3-hydroxyacyl-CoA dehydrogenase,Q14032,11-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,acyl-CoA oxidase,Q14032,11-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,propionyl-CoA C2-trimethyltridecanoyltransferase,Q14032,11-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,acetyl-CoA C-acyltransferase,Q14032,11-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,11-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,enoyl-CoA hydratase,Q14032,11-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,alpha-methylacyl-CoA racemase,Q14032,11-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,Acid--thiol ligases,Q14032,11-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,bile acid-CoA:amino acid N-acyltransferase,Q14032,chenodeoxycholoyl-CoA[c] + taurine[c] => CoA[c] + taurochenodeoxycholate[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA[m] + H2O[m] => 3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate[m] + CoA[m]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + pentadecanoyl-CoA[c] => CoA[c] + pentadecylic acid[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,(13Z)-eicosenoyl-CoA[c] + H2O[c] => (13Z)-eicosenoic acid[c] + CoA[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + palmitoyl-CoA[c] => CoA[c] + palmitate[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[p] + choloyl-CoA[p] => CoA[p] + cholate[p]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c] + H2O[c] => CoA[c] + EPA[c]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"(5Z,8Z,11Z)-eicosatrienoyl-CoA[c] + H2O[c] => CoA[c] + mead acid[c]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA [c] + H2O[c] => CoA[c] + DPA[c]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c] + H2O[c] => (9Z,12Z,15Z,18Z,21Z)-TPA[c] + CoA[c]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,18-COOH-LTE4[p] + CoA[p] <=> H2O[p] + omega-COOH-dinor-LTE4-CoA[p]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,(13Z)-docosenoyl-CoA[c] + H2O[c] => CoA[c] + cis-erucic acid[c]
ENSG00000136881,BAAT,3-hydroxyacyl-CoA dehydrogenase,Q14032,"11,12-EET[c] + ATP[c] + CoA[c] + H+[c] + 2 H2O[c] + NAD+[c] + O2[c] => 9,10-epoxy-(6Z,12Z)-octadecadienoic acid[c] + AMP[c] + H2O2[c] + NADH[c] + PPi[c] + acetyl-CoA[c]"
ENSG00000136881,BAAT,acyl-CoA oxidase,Q14032,"11,12-EET[c] + ATP[c] + CoA[c] + H+[c] + 2 H2O[c] + NAD+[c] + O2[c] => 9,10-epoxy-(6Z,12Z)-octadecadienoic acid[c] + AMP[c] + H2O2[c] + NADH[c] + PPi[c] + acetyl-CoA[c]"
ENSG00000136881,BAAT,propionyl-CoA C2-trimethyltridecanoyltransferase,Q14032,"11,12-EET[c] + ATP[c] + CoA[c] + H+[c] + 2 H2O[c] + NAD+[c] + O2[c] => 9,10-epoxy-(6Z,12Z)-octadecadienoic acid[c] + AMP[c] + H2O2[c] + NADH[c] + PPi[c] + acetyl-CoA[c]"
ENSG00000136881,BAAT,acetyl-CoA C-acyltransferase,Q14032,"11,12-EET[c] + ATP[c] + CoA[c] + H+[c] + 2 H2O[c] + NAD+[c] + O2[c] => 9,10-epoxy-(6Z,12Z)-octadecadienoic acid[c] + AMP[c] + H2O2[c] + NADH[c] + PPi[c] + acetyl-CoA[c]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"11,12-EET[c] + ATP[c] + CoA[c] + H+[c] + 2 H2O[c] + NAD+[c] + O2[c] => 9,10-epoxy-(6Z,12Z)-octadecadienoic acid[c] + AMP[c] + H2O2[c] + NADH[c] + PPi[c] + acetyl-CoA[c]"
ENSG00000136881,BAAT,enoyl-CoA hydratase,Q14032,"11,12-EET[c] + ATP[c] + CoA[c] + H+[c] + 2 H2O[c] + NAD+[c] + O2[c] => 9,10-epoxy-(6Z,12Z)-octadecadienoic acid[c] + AMP[c] + H2O2[c] + NADH[c] + PPi[c] + acetyl-CoA[c]"
ENSG00000136881,BAAT,alpha-methylacyl-CoA racemase,Q14032,"11,12-EET[c] + ATP[c] + CoA[c] + H+[c] + 2 H2O[c] + NAD+[c] + O2[c] => 9,10-epoxy-(6Z,12Z)-octadecadienoic acid[c] + AMP[c] + H2O2[c] + NADH[c] + PPi[c] + acetyl-CoA[c]"
ENSG00000136881,BAAT,Acid--thiol ligases,Q14032,"11,12-EET[c] + ATP[c] + CoA[c] + H+[c] + 2 H2O[c] + NAD+[c] + O2[c] => 9,10-epoxy-(6Z,12Z)-octadecadienoic acid[c] + AMP[c] + H2O2[c] + NADH[c] + PPi[c] + acetyl-CoA[c]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + tridecanoyl-CoA[c] => CoA[c] + tridecylic acid[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + oleoyl-CoA[c] => CoA[c] + oleate[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,(9E)-octadecenoyl-CoA[c] + H2O[c] => CoA[c] + elaidate[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA[p] + H2O[p] => 3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate[p] + CoA[p]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,(7Z)-octadecenoyl-CoA[c] + H2O[c] => (7Z)-octadecenoic acid[c] + CoA[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,5-tetradecenoyl-CoA[c] + H2O[c] => CoA[c] + physeteric acid[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[m] + propanoyl-CoA[m] => CoA[m] + propanoate[m]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"12,15,18,21-tetracosatetraenoyl-CoA[c] + H2O[c] => 12,15,18,21-tetracosatetraenoic acid[c] + CoA[c]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + propanoyl-CoA[c] => CoA[c] + propanoate[c]
ENSG00000136881,BAAT,3-hydroxyacyl-CoA dehydrogenase,Q14032,5-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 3-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,acyl-CoA oxidase,Q14032,5-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 3-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,propionyl-CoA C2-trimethyltridecanoyltransferase,Q14032,5-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 3-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,acetyl-CoA C-acyltransferase,Q14032,5-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 3-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,5-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 3-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,enoyl-CoA hydratase,Q14032,5-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 3-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,alpha-methylacyl-CoA racemase,Q14032,5-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 3-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,Acid--thiol ligases,Q14032,5-carboxy-alpha-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 3-carboxy-alpha-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,propionate-CoA ligase,Q14032,AMP[c] + PPi[c] + propanoyl-CoA[c] <=> ATP[c] + CoA[c] + propanoate[c]
ENSG00000136881,BAAT,acetate-CoA ligase,Q14032,AMP[c] + PPi[c] + propanoyl-CoA[c] <=> ATP[c] + CoA[c] + propanoate[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,AMP[c] + PPi[c] + propanoyl-CoA[c] <=> ATP[c] + CoA[c] + propanoate[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c] + H2O[c] => (6Z,9Z,12Z,15Z,18Z,21Z)-THA[c] + CoA[c]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + dihomo-gamma-linolenoyl-CoA[c] => CoA[c] + dihomo-gamma-linolenate[c]
ENSG00000136881,BAAT,3-hydroxyacyl-CoA dehydrogenase,Q14032,11-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-tocotrienol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,"2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing]",Q14032,11-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-tocotrienol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,acyl-CoA oxidase,Q14032,11-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-tocotrienol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,acetyl-CoA C-acyltransferase,Q14032,11-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-tocotrienol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,11-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-tocotrienol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,enoyl-CoA hydratase,Q14032,11-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-tocotrienol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,alpha-methylacyl-CoA racemase,Q14032,11-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-tocotrienol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,DELTA3-DELTA2-enoyl-CoA isomerase,Q14032,11-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-tocotrienol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,Acid--thiol ligases,Q14032,11-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 9-carboxy-alpha-tocotrienol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA[p] + H2O[p] => 3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate[p] + CoA[p]"
ENSG00000136881,BAAT,palmitoyl[protein] hydrolase,Q14032,H2O[p] + palmitoyl-CoA[p] => CoA[p] + palmitate[p]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[p] + palmitoyl-CoA[p] => CoA[p] + palmitate[p]
ENSG00000136881,BAAT,3-hydroxyacyl-CoA dehydrogenase,Q14032,7-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 5-carboxy-gamma-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,acyl-CoA oxidase,Q14032,7-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 5-carboxy-gamma-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,propionyl-CoA C2-trimethyltridecanoyltransferase,Q14032,7-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 5-carboxy-gamma-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,acetyl-CoA C-acyltransferase,Q14032,7-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 5-carboxy-gamma-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,7-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 5-carboxy-gamma-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,enoyl-CoA hydratase,Q14032,7-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 5-carboxy-gamma-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,alpha-methylacyl-CoA racemase,Q14032,7-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 5-carboxy-gamma-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,Acid--thiol ligases,Q14032,7-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => 5-carboxy-gamma-chromanol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + acetyl-CoA[m]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + H2O[c] => (9Z,12Z,15Z,18Z)-TTA[c] + CoA[c]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,(10Z)-heptadecenoyl-CoA[c] + H2O[c] => (10Z)-heptadecenoic acid[c] + CoA[c]
ENSG00000136881,BAAT,3-hydroxyacyl-CoA dehydrogenase,Q14032,5-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => AMP[m] + H2O2[m] + NADH[m] + PPi[m] + gamma-carboxyethyl-hydroxychroman[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,acyl-CoA oxidase,Q14032,5-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => AMP[m] + H2O2[m] + NADH[m] + PPi[m] + gamma-carboxyethyl-hydroxychroman[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,propionyl-CoA C2-trimethyltridecanoyltransferase,Q14032,5-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => AMP[m] + H2O2[m] + NADH[m] + PPi[m] + gamma-carboxyethyl-hydroxychroman[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,acetyl-CoA C-acyltransferase,Q14032,5-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => AMP[m] + H2O2[m] + NADH[m] + PPi[m] + gamma-carboxyethyl-hydroxychroman[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,5-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => AMP[m] + H2O2[m] + NADH[m] + PPi[m] + gamma-carboxyethyl-hydroxychroman[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,enoyl-CoA hydratase,Q14032,5-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => AMP[m] + H2O2[m] + NADH[m] + PPi[m] + gamma-carboxyethyl-hydroxychroman[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,alpha-methylacyl-CoA racemase,Q14032,5-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => AMP[m] + H2O2[m] + NADH[m] + PPi[m] + gamma-carboxyethyl-hydroxychroman[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,Acid--thiol ligases,Q14032,5-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + H+[m] + H2O[m] + NAD+[m] + O2[m] => AMP[m] + H2O2[m] + NADH[m] + PPi[m] + gamma-carboxyethyl-hydroxychroman[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + nonadecanoyl-CoA[c] => CoA[c] + nonadecylic acid[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + chenodeoxycholoyl-CoA[c] => CoA[c] + chenodiol[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + hexacosanoyl-CoA[c] => CoA[c] + cerotic acid[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + palmitoleoyl-CoA[c] => CoA[c] + palmitolate[c]
ENSG00000136881,BAAT,bile acid-CoA:amino acid N-acyltransferase,Q14032,CoA[p] + taurodeoxycholate[p] <=> deoxycholoyl-CoA[p] + taurine[p]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[c] + cis-vaccenoyl-CoA[c] => CoA[c] + cis-vaccenic acid[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,(11Z)-docosenoyl-CoA[c] + H2O[c] => CoA[c] + cis-cetoleic acid[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"(11Z,14Z)-eicosadienoyl-CoA[c] + H2O[c] => (11Z,14Z)-eicosadienoic acid[c] + CoA[c]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA[m] + H2O[m] => 3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate[m] + CoA[m]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,9-heptadecenoyl-CoA[c] + H2O[c] => 9-heptadecylenic acid[c] + CoA[c]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + H2O[c] => CoA[c] + stearidonic acid[c]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,H2O[p] + propanoyl-CoA[p] => CoA[p] + propanoate[p]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"(8Z,11Z)-eicosadienoyl-CoA[c] + H2O[c] => 8,11-eicosadienoic acid[c] + CoA[c]"
ENSG00000136881,BAAT,Acid--thiol ligases,Q14032,AMP[p] + PPi[p] + glycolithocholate[p] <=> ATP[p] + glycine[p] + lithocholate[p]
ENSG00000136881,BAAT,bile acid-CoA:amino acid N-acyltransferase,Q14032,AMP[p] + PPi[p] + glycolithocholate[p] <=> ATP[p] + glycine[p] + lithocholate[p]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,(13E)-tetranor-16-oxo-16-CoA-LTE4[p] + H2O[p] => (13E)-tetranor-16-carboxy-LTE4[p] + CoA[p]
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c] + H2O[c] => CoA[c] + omega-3-arachidonic acid[c]"
ENSG00000136881,BAAT,palmitoyl-CoA hydrolase,Q14032,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + H2O[c] => (6Z,9Z,12Z,15Z,18Z)-TPA[c] + CoA[c]"
ENSG00000136881,BAAT,3-hydroxyacyl-CoA dehydrogenase,Q14032,13-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + 3 H+[m] + H2O[m] + NAD+[m] + O2[m] => 11-carboxy-alpha-tocotrienol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,acyl-CoA oxidase,Q14032,13-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + 3 H+[m] + H2O[m] + NAD+[m] + O2[m] => 11-carboxy-alpha-tocotrienol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
ENSG00000136881,BAAT,propionyl-CoA C2-trimethyltridecanoyltransferase,Q14032,13-carboxy-alpha-tocotrienol[m] + ATP[m] + CoA[m] + 3 H+[m] + H2O[m] + NAD+[m] + O2[m] => 11-carboxy-alpha-tocotrienol[m] + AMP[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]
